Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDF35,OUT027,2639.091
FDU43,OUT019,494.68173
FDE24,OUT019,340.627
FDK50,OUT049,2648.3062
FDG31,OUT045,1028.587
FDC60,OUT045,1437.1412
FDL36,OUT013,1409.9558
FDP21,OUT013,3158.1924
FDW16,OUT045,1403.7682
FDX02,OUT017,3699.6711
FDQ58,OUT027,3681.3677
FDT51,OUT046,1710.7877
FDD59,OUT049,1276.3956
NCM42,OUT018,1491.131
FDA57,OUT018,587.3062
FDZ48,OUT035,1875.3262
FDE46,OUT045,2444.043
NCZ30,OUT019,315.7301
FDB56,OUT017,3158.1924
FDA25,OUT027,2639.091
FDD20,OUT013,2108.1113
FDL25,OUT013,1416.5258
NCO18,OUT049,2903.0322
FDJ45,OUT017,673.649
FDR12,OUT035,2778.8872
NCF19,OUT010,142.94366
FDK25,OUT046,2764.8872
NCR17,OUT046,1908.3688
FDC52,OUT046,2447.6824
NCA54,OUT017,2891.7402
FDR45,OUT010,666.0884
NCM19,OUT049,1908.3688
FDF39,OUT027,6152.8335
FDX23,OUT049,1548.4729
FDD58,OUT027,2639.091
FDX28,OUT013,1648.5269
NCD31,OUT013,2641.0874
FDU57,OUT018,2204.3013
FDI27,OUT046,791.49695
NCM42,OUT046,1654.2504
FDD32,OUT027,2262.3552
FDI34,OUT013,3828.6685
NCM29,OUT049,2137.8489
FDG46,OUT018,1721.9387
DRC01,OUT010,154.99358
FDB15,OUT027,5905.195
NCA17,OUT027,3673.0671
FDF10,OUT046,2447.6824
FDR26,OUT027,4639.04
FDI02,OUT049,1864.9652
NCM54,OUT010,370.24146
FDF14,OUT013,2453.8696
FDJ33,OUT010,360.55887
FDM20,OUT035,4034.9836
FDC03,OUT027,5149.3257
NCX05,OUT046,1908.3688
NCM41,OUT027,2497.1458
NCU29,OUT010,401.59244
FDQ59,OUT017,1344.5017
FDH46,OUT010,344.9366
FDH09,OUT013,799.6096
NCD06,OUT045,791.49695
FDC15,OUT035,2474.8186
DRD37,OUT027,1177.849
FDT28,OUT027,3681.3677
FDR28,OUT027,4144.3936
FDT38,OUT017,1390.0739
FDV34,OUT027,2139.8638
FDY52,OUT035,963.25836
FDB34,OUT013,1384.7699
DRL23,OUT018,1485.9398
DRB24,OUT046,2447.6824
FDJ50,OUT046,928.5593
FDQ49,OUT035,2472.867
FDP20,OUT035,2112.2844
FDV19,OUT027,4049.3306
NCR54,OUT045,3144.1924
FDO09,OUT010,635.5621
FDS57,OUT018,1894.468
FDN10,OUT049,1905.5865
FDV23,OUT049,2101.9238
FDY28,OUT049,3440.499
DRG51,OUT013,2641.0874
FDD45,OUT019,285.14453
NCL18,OUT027,5106.099
NCM29,OUT013,2144.0366
FDF17,OUT027,4997.7456
FDE22,OUT017,2641.0874
FDQ22,OUT017,686.25183
FDS01,OUT013,2903.6262
FDW35,OUT027,1103.2819
FDJ33,OUT046,2101.9238
NCF54,OUT035,2894.8354
FDE09,OUT013,1648.3881
NCE06,OUT045,2599.6145
DRH49,OUT049,1272.7563
FDY43,OUT045,2764.8872
NCT05,OUT017,4046.0642
FDZ34,OUT045,3162.2727
FDL38,OUT017,1379.3406
FDZ31,OUT017,3158.1924
FDR14,OUT035,942.5593
NCN54,OUT049,1268.0953
NCC42,OUT027,3209.036
FDK08,OUT017,1636.4769
FDP59,OUT013,1568.3849
FDV22,OUT035,2566.226
FDD33,OUT035,3795.2183
DRE60,OUT027,5874.374
FDK52,OUT046,3771.442
FDA02,OUT017,2453.8696
FDM56,OUT049,1642.2004
FDE57,OUT035,2151.8489
FDM32,OUT045,1395.4679
NCQ30,OUT027,3156.4102
FDQ27,OUT027,2618.9778
FDT60,OUT027,3156.4102
FDU43,OUT049,3983.5615
NCO55,OUT035,1656.2007
FDG02,OUT045,3142.6538
FDJ28,OUT013,3170.0784
FDP40,OUT045,1869.426
FDJ38,OUT045,3144.1924
NCC54,OUT017,3989.0151
NCZ41,OUT046,2098.2844
FDK38,OUT019,356.76367
FDU52,OUT013,2430.0962
FDC40,OUT046,1169.4246
NCR30,OUT017,1097.4705
NCN18,OUT017,1871.1528
FDB50,OUT035,1290.3959
FDG04,OUT013,3156.6538
FDR26,OUT035,2865.623
NCT17,OUT018,2828.6116
FDX35,OUT027,5741.3516
FDS12,OUT046,2101.9238
NCZ29,OUT027,3156.4102
FDB38,OUT010,414.67838
FDP12,OUT013,695.7887
FDP22,OUT046,822.68506
FDS26,OUT018,3725.5845
FDR52,OUT046,3144.1924
DRJ13,OUT046,2634.9001
FDU48,OUT027,3205.3965
FDE29,OUT035,951.20844
NCT29,OUT049,2101.9238
DRK37,OUT018,2948.4614
FDK55,OUT046,1369.5137
FDR07,OUT046,1445.0255
FDO21,OUT027,5663.067
FDK46,OUT049,4297.1104
FDB12,OUT045,1642.2004
FDT31,OUT027,5092.6743
FDJ33,OUT045,2101.9238
FDC26,OUT027,2792.6074
NCQ02,OUT045,3142.6538
FDP08,OUT010,507.24295
FDB11,OUT027,5730.158
FDV55,OUT013,2450.2302
FDW20,OUT049,2093.6233
NCJ18,OUT019,383.33502
FDC41,OUT018,1050.5984
FDE14,OUT027,2639.091
FDG35,OUT013,2747.5989
FDF45,OUT035,938.92004
FDS19,OUT027,2215.8843
FDS58,OUT019,414.3516
FDA26,OUT017,3459.6504
FDM32,OUT049,1364.8527
FDL45,OUT046,2101.9238
FDZ55,OUT049,2582.474
FDY37,OUT049,2137.8489
FDO46,OUT046,3142.6538
FDQ60,OUT046,1972.4807
FDA19,OUT018,1892.5564
FDL15,OUT046,2444.043
FDM10,OUT018,3048.264
NCL05,OUT017,724.76526
DRK49,OUT010,109.42093
NCE18,OUT027,6017.891
FDG40,OUT049,669.7693
DRI59,OUT045,3491.6436
FDK28,OUT035,3909.6328
NCD06,OUT019,142.34386
FDO11,OUT019,814.76953
FDK27,OUT046,2007.7664
FDT43,OUT027,1336.04
FDD38,OUT018,1489.5791
FDA16,OUT049,3477.1367
FDL14,OUT027,3681.3677
NCM17,OUT049,720.88556
FDD20,OUT045,2101.9238
FDA40,OUT045,1373.153
FDL43,OUT045,1276.3956
FDV15,OUT045,1642.2004
FDE52,OUT046,1403.7682
NCL17,OUT010,350.17
NCJ31,OUT045,3839.6326
FDR60,OUT045,1276.3956
NCA18,OUT035,1922.369
FDS21,OUT027,1813.3994
FDW09,OUT035,1290.3959
FDL26,OUT035,2458.043
FDS47,OUT018,1251.4468
FDC39,OUT046,3427.093
FDT51,OUT035,1724.788
FDK40,OUT035,4075.2097
NCG19,OUT045,3798.7632
FDZ07,OUT046,937.20844
FDF08,OUT027,2497.1458
FDO04,OUT013,936.672
FDK41,OUT018,1208.6195
FDP15,OUT049,4217.2
NCD43,OUT018,1489.5791
NCP18,OUT013,2453.8696
FDZ51,OUT046,1464.3384
DRH13,OUT035,1656.2007
FDF38,OUT045,720.88556
NCI43,OUT045,787.85767
FDM38,OUT027,1737.7097
FDS03,OUT013,1045.3087
DRJ47,OUT017,2894.8354
FDT50,OUT010,325.6974
FDV02,OUT046,2877.7402
NCG18,OUT017,1648.3881
FDW52,OUT046,2676.4646
FDS40,OUT035,692.73285
FDN31,OUT017,3158.1924
FDA37,OUT045,2101.9238
FDA15,OUT046,4193.7007
FDL39,OUT046,2877.7402
FDJ53,OUT045,2101.9238
FDX22,OUT013,3489.6167
NCZ42,OUT045,4008.7927
FDD56,OUT027,4711.479
FDD40,OUT017,3161.2876
FDS50,OUT013,3459.6504
NCN14,OUT013,3114.9658
FDT15,OUT013,3158.1924
NCS18,OUT027,2639.091
NCO26,OUT010,392.21622
FDF58,OUT018,818.08234
NCB19,OUT013,1396.8198
FDH26,OUT017,2140.3972
DRB24,OUT027,3681.3677
FDA49,OUT018,1252.28
FDB32,OUT045,1516.7284
FDI36,OUT017,3158.1924
NCA17,OUT010,393.29205
FDH22,OUT013,2072.8257
NCM26,OUT018,2194.089
FDT15,OUT027,5149.3257
FDB16,OUT018,1255.9193
NCP54,OUT027,3156.4102
FDJ36,OUT013,1648.3881
FDO28,OUT045,1972.4807
FDU09,OUT013,936.672
FDF29,OUT017,2108.1113
FDY08,OUT013,2144.0366
DRJ59,OUT018,564.4137
FDT23,OUT027,2215.8843
FDU15,OUT018,550.40436
FDT47,OUT013,1553.948
FDI53,OUT019,426.4559
FDR59,OUT018,3622.4436
FDD53,OUT035,734.88556
FDY51,OUT017,3459.6504
FDT04,OUT049,706.8389
FDU51,OUT049,2849.3376
FDG14,OUT035,2461.6824
NCU06,OUT045,3814.6685
DRG25,OUT046,3156.0784
DRH49,OUT035,1348.675
FDN15,OUT035,2151.8489
FDL43,OUT018,1050.2985
NCT18,OUT049,3303.7217
NCB31,OUT013,4039.3804
FDK57,OUT035,2021.7666
FDY04,OUT019,426.4559
NCP54,OUT046,2101.9238
FDF41,OUT013,4004.6536
FDM01,OUT045,1642.2004
FDW03,OUT045,1675.5735
FDF28,OUT045,2101.9238
FDY37,OUT017,2144.0366
FDQ03,OUT017,3741.4722
FDP51,OUT027,3120.054
FDJ40,OUT017,1716.9753
FDC32,OUT049,1460.6991
DRI49,OUT027,2262.3552
NCW54,OUT017,945.6152
FDF09,OUT017,686.25183
FDP45,OUT018,3450.319
DRJ23,OUT018,2831.7068
FDS59,OUT017,1716.9753
FDY08,OUT046,2137.8489
FDX16,OUT049,2444.043
FDY16,OUT018,2856.4678
FDK32,OUT035,2461.6824
FDQ22,OUT013,723.8948
NCC31,OUT018,2211.6099
FDG58,OUT049,2447.6824
DRF48,OUT013,3110.8875
DRH36,OUT049,1088.7147
NCR30,OUT035,1175.1245
FDB03,OUT019,687.40826
FDZ28,OUT027,3152.7708
FDR35,OUT017,3170.0784
DRD15,OUT027,6456.336
FDJ33,OUT019,351.01587
FDA56,OUT010,392.87802
FDP56,OUT046,791.49695
NCT30,OUT046,791.49695
FDK15,OUT017,1636.4769
FDH44,OUT018,2198.7502
FDV01,OUT013,2450.2302
DRG03,OUT017,2453.8696
FDG50,OUT027,2497.1458
FDR16,OUT010,584.3137
FDZ60,OUT046,1633.9001
DRG03,OUT045,2447.6824
FDS56,OUT018,3555.9517
FDU33,OUT045,791.49695
DRD27,OUT035,1640.6503
FDW22,OUT046,3685.6711
DRA24,OUT045,2620.199
FDF38,OUT049,706.8389
FDX48,OUT013,2450.2302
FDS58,OUT018,2355.4617
FDC32,OUT046,1406.6989
NCQ29,OUT045,3979.5737
DRK39,OUT018,1206.7079
NCS38,OUT017,1914.5564
DRO47,OUT013,1871.1528
DRG27,OUT027,1117.2913
FDC57,OUT027,5106.099
FDS55,OUT046,2465.7627
NCJ06,OUT018,1758.8339
FDO01,OUT019,293.85403
NCM55,OUT045,3144.1924
FDC52,OUT049,2447.6824
FDQ15,OUT045,1268.0953
NCT30,OUT027,1336.04
NCR42,OUT027,1052.1654
FDD28,OUT035,942.5593
FDQ34,OUT049,1642.2004
FDZ12,OUT027,3209.036
DRE13,OUT019,317.3146
NCN07,OUT019,370.21802
FDM28,OUT035,2891.7402
FDI10,OUT017,2891.7402
FDQ25,OUT013,2737.8347
FDA38,OUT010,666.86053
DRI13,OUT049,3470.9424
FDY20,OUT027,2497.1458
NCZ53,OUT035,3170.0784
NCM31,OUT013,2418.584
DRB01,OUT017,3158.1924
DRF37,OUT046,4007.226
NCF42,OUT049,2891.1462
FDF16,OUT018,2202.3896
FDB41,OUT013,795.97034
FDR34,OUT013,3840.5544
FDR15,OUT018,2209.9983
NCV42,OUT019,328.90747
FDW51,OUT035,3393.788
FDU36,OUT017,1554.6605
FDX60,OUT049,1338.3141
FDY03,OUT035,1922.369
FDW55,OUT045,3878.963
FDT01,OUT010,596.905
FDG58,OUT013,2430.0962
FDK21,OUT017,4004.1052
NCS41,OUT019,692.1623
FDS10,OUT045,3091.8633
NCT53,OUT046,2693.4084
FDJ28,OUT018,2816.5706
FDX44,OUT045,1373.153
FDT20,OUT018,576.89886
FDO44,OUT017,1648.3881
NCX17,OUT049,3815.8523
FDY01,OUT017,1914.5564
FDJ12,OUT027,5453.857
DRK35,OUT018,562.8021
FDD47,OUT019,451.20212
NCM53,OUT035,1652.5614
FDO45,OUT013,1370.3973
NCM42,OUT010,387.261
FDE04,OUT046,2834.5137
NCI30,OUT027,5946.9966
FDZ19,OUT013,2844.4353
FDW57,OUT013,2891.7402
FDA25,OUT013,1648.3881
FDT22,OUT046,937.20844
FDP51,OUT013,1884.5496
FDD48,OUT027,3024.588
FDY39,OUT035,3309.2402
FDO48,OUT010,623.9414
FDD23,OUT027,5149.3257
DRN35,OUT027,1075.1384
FDT01,OUT035,3441.093
FDC20,OUT010,173.9125
DRJ35,OUT035,951.20844
FDB32,OUT046,1456.0381
FDL24,OUT046,2877.7402
NCV42,OUT035,1868.6033
FDZ46,OUT046,1642.2004
FDC15,OUT013,2451.988
FDD08,OUT019,55.762314
FDY50,OUT049,1415.8181
FDD36,OUT013,2013.954
FDG57,OUT027,1336.04
FDL21,OUT018,592.55707
FDN16,OUT027,2639.091
FDJ09,OUT027,1177.849
FDS01,OUT010,484.1324
FDV33,OUT017,3963.2778
DRE12,OUT017,1919.0172
FDR07,OUT013,1462.6074
FDP48,OUT010,546.03894
NCB55,OUT035,942.5593
FDQ08,OUT013,945.3211
FDR34,OUT035,3840.5544
FDO33,OUT046,1864.9652
FDP13,OUT045,706.8389
FDX12,OUT049,3998.973
NCT06,OUT049,2778.2932
FDR16,OUT019,593.2572
FDE36,OUT046,2693.4084
FDZ36,OUT049,3110.2935
FDV13,OUT045,1373.153
NCZ17,OUT035,692.73285
FDU56,OUT045,3144.1924
FDM09,OUT035,2891.7402
FDV02,OUT017,2891.7402
FDS34,OUT018,1716.6877
FDA11,OUT049,1525.0287
FDP09,OUT017,3462.7456
FDB29,OUT027,3024.588
FDT19,OUT017,2891.7402
DRH15,OUT017,748.2565
FDY38,OUT046,3727.3323
FDF14,OUT027,3681.3677
FDN48,OUT010,294.68753
FDQ12,OUT013,3828.6685
NCJ43,OUT045,2830.4353
FDE17,OUT019,388.41016
FDB05,OUT035,4000.295
FDH10,OUT045,3029.2634
NCR06,OUT017,728.40454
FDU32,OUT018,1858.2424
FDD56,OUT049,2891.1462
FDO36,OUT018,2648.1038
FDH16,OUT010,306.7494
FDX10,OUT018,563.289
FDZ37,OUT017,1379.3406
FDU31,OUT010,619.98987
DRC49,OUT049,2137.8489
FDL15,OUT045,2444.043
FDN32,OUT019,554.99664
DRH59,OUT027,1930.6796
NCU29,OUT049,2447.6824
FDR37,OUT019,546.03894
FDS14,OUT018,2301.7224
FDU02,OUT027,5874.374
FDJ08,OUT035,3158.1924
NCZ06,OUT045,3819.663
FDO31,OUT049,1350.364
FDH31,OUT018,1477.668
FDS58,OUT017,2610.541
NCA53,OUT027,1336.04
FDF50,OUT046,3149.117
NCW42,OUT049,3642.4446
NCQ17,OUT045,2460.502
FDK51,OUT018,3813.0374
NCW41,OUT010,402.87576
NCR29,OUT017,945.6152
FDB08,OUT019,379.06583
FDA40,OUT027,2281.7043
FDL14,OUT018,2303.334
FDB47,OUT046,3445.6504
FDO03,OUT035,3828.6685
DRK13,OUT019,550.4694
FDX13,OUT010,934.46173
FDF52,OUT046,3290.3157
FDT11,OUT013,3110.8875
FDB08,OUT013,2575.2554
FDQ28,OUT018,2209.9983
FDD29,OUT045,4170.1143
NCQ29,OUT027,5791.944
NCO02,OUT013,1045.3087
FDR56,OUT010,554.99664
NCM54,OUT049,2101.9238
FDP51,OUT035,1922.369
FDT38,OUT013,1381.1306
FDZ20,OUT018,3632.021
FDJ53,OUT013,2108.1113
FDX13,OUT049,4145.955
FDP58,OUT035,3441.093
NCK31,OUT019,163.34514
FDA35,OUT018,1856.6307
FDV37,OUT018,2828.6116
NCO07,OUT027,5386.7656
FDA20,OUT045,3162.2727
FDZ59,OUT035,2743.6016
NCY17,OUT017,730.60785
FDQ28,OUT035,2461.6824
FDV35,OUT017,2450.2302
FDQ36,OUT013,686.82513
FDD34,OUT018,2386.008
FDK51,OUT045,4154.955
FDV31,OUT035,2891.7402
FDR04,OUT035,1539.0289
FDR14,OUT049,928.5593
DRC36,OUT010,484.1324
FDE39,OUT019,351.01587
FDP57,OUT049,1642.2004
FDE57,OUT046,2137.8489
NCN18,OUT046,1710.7877
NCQ05,OUT018,2204.0012
FDW47,OUT035,2021.7666
FDV46,OUT035,2148.2095
NCP29,OUT045,944.6363
FDE09,OUT018,1531.5651
NCU06,OUT027,6421.9844
FDT19,OUT010,479.60516
DRF15,OUT017,2450.2302
DRI51,OUT013,2771.0745
NCX54,OUT013,1648.3881
DRE01,OUT013,3900.4978
NCB07,OUT045,3100.9658
FDU50,OUT035,1912.0068
FDG40,OUT035,683.7693
FDW10,OUT018,2547.189
FDX51,OUT013,3170.0784
NCP17,OUT045,1024.9478
FDP21,OUT035,3158.1924
FDL04,OUT045,1638.5612
FDV23,OUT013,2108.1113
FDF24,OUT046,1338.3141
FDH56,OUT027,3024.588
FDB51,OUT049,937.20844
FDI58,OUT027,2557.3652
FDR20,OUT013,795.97034
FDC51,OUT018,1858.2424
FDB16,OUT027,2281.7043
FDE40,OUT049,937.20844
NCM17,OUT035,734.88556
FDU56,OUT035,3158.1924
FDS32,OUT019,370.21802
FDX02,OUT049,3699.0771
FDT39,OUT027,3562.317
FDE35,OUT017,945.6152
NCI42,OUT019,566.9508
DRL23,OUT046,1638.5612
FDA10,OUT046,2093.6233
FDA11,OUT013,1531.2163
NCM06,OUT046,2423.909
NCT05,OUT035,4076.5706
NCQ02,OUT010,545.9372
NCY06,OUT049,2137.8489
FDY56,OUT035,3699.6711
FDL02,OUT035,1652.5614
NCI06,OUT035,2891.7402
FDQ14,OUT045,2447.6824
FDQ12,OUT017,3828.6685
FDP36,OUT046,791.49695
FDK21,OUT027,6125.522
FDO40,OUT045,2447.6824
NCK54,OUT019,379.89108
FDY09,OUT018,2637.9197
NCW30,OUT049,4365.506
NCC55,OUT027,1061.129
FDE58,OUT018,1721.1129
FDR39,OUT013,3114.9658
FDU28,OUT049,3100.9658
FDH08,OUT017,3840.5544
FDG35,OUT045,2733.5989
FDG22,OUT049,669.7693
FDC34,OUT035,2566.226
FDP15,OUT018,3569.3677
FDK34,OUT010,666.0884
FDU45,OUT035,1922.369
FDQ04,OUT027,1089.2351
FDX22,OUT018,3051.208
FDB45,OUT017,1568.3849
NCH43,OUT027,5453.857
DRE60,OUT046,3667.1138
FDD17,OUT027,6183.2705
NCM54,OUT017,2108.1113
NCH55,OUT013,2108.1113
NCT06,OUT017,2682.6519
FDA48,OUT027,5517.573
FDY58,OUT027,6456.336
FDO25,OUT045,3379.788
FDN50,OUT045,1525.0287
FDH35,OUT035,2690.7812
FDK09,OUT045,3796.111
FDO16,OUT013,1346.8959
FDW11,OUT045,1037.1958
FDU47,OUT027,3209.036
NCQ42,OUT010,361.94107
FDK55,OUT027,2493.5063
FDN08,OUT049,1908.3688
FDT57,OUT045,3785.171
FDJ12,OUT018,3076.6821
DRL59,OUT017,839.7409
NCN53,OUT046,694.0916
FDO51,OUT010,95.41159
FDK56,OUT017,3158.1924
FDY12,OUT035,836.68506
FDU15,OUT035,692.73285
FDQ19,OUT046,4165.3706
DRF15,OUT045,2444.043
DRE25,OUT019,303.77643
FDK57,OUT018,1762.4731
FDD33,OUT010,595.6067
FDR34,OUT027,6433.8706
FDU04,OUT045,2101.9238
FDE35,OUT019,181.96184
NCD31,OUT035,2648.9001
FDJ56,OUT035,1644.2896
NCU53,OUT046,2641.179
FDD39,OUT035,3459.6504
NCU17,OUT019,358.64212
FDJ20,OUT046,2093.6233
NCW41,OUT018,2303.6506
FDL52,OUT035,720.8389
FDS39,OUT035,2169.9292
DRJ47,OUT045,2834.5137
FDP13,OUT010,95.41159
DRK39,OUT010,318.78137
FDF28,OUT010,370.24146
FDB09,OUT045,2101.9238
FDM51,OUT046,1630.2893
DRM49,OUT018,680.48004
DRF23,OUT013,2896.6648
DRH01,OUT035,2891.7402
FDH12,OUT027,2639.091
FDA28,OUT019,351.01587
FDW37,OUT018,1247.8075
FDF02,OUT046,1642.2004
DRL37,OUT046,734.8949
NCF43,OUT046,2137.8489
FDH08,OUT010,614.1643
FDR34,OUT019,604.5501
NCK19,OUT049,3157.5984
NCD55,OUT018,592.55707
FDT27,OUT049,3759.2957
FDQ57,OUT045,2447.6824
FDA47,OUT035,2648.9001
DRG15,OUT027,1829.0886
FDE05,OUT018,2204.0012
FDN46,OUT046,1630.2893
FDX27,OUT027,2488.8452
FDT51,OUT045,1710.7877
FDU33,OUT013,743.784
FDJ16,OUT027,1725.6598
FDD20,OUT019,351.01587
FDT36,OUT049,669.7693
DRF15,OUT027,3677.7283
FDN52,OUT010,291.49188
FDC22,OUT027,5167.4062
FDX15,OUT045,2604.3538
FDT13,OUT013,3170.0784
FDU04,OUT017,2108.1113
FDU31,OUT019,610.37573
FDW59,OUT027,2281.7043
NCO29,OUT046,2676.4646
FDL15,OUT035,2458.043
FDI41,OUT049,2444.043
FDQ48,OUT049,1630.2893
DRI39,OUT013,936.672
FDI08,OUT013,3936.5825
FDC21,OUT049,1710.7877
FDF58,OUT035,951.20844
FDS08,OUT010,443.14755
FDE47,OUT045,2101.9238
NCP18,OUT019,392.04944
NCR41,OUT013,1538.9713
FDA27,OUT013,3936.5825
FDA43,OUT035,3158.1924
FDA49,OUT045,1383.8862
NCE55,OUT018,2645.0085
DRM49,OUT027,1189.8989
FDF22,OUT027,5471.9375
FDQ15,OUT018,1138.4008
NCS54,OUT017,2903.6262
NCY05,OUT013,695.7887
FDR45,OUT046,3901.4165
FDK57,OUT049,2101.9238
FDF41,OUT010,887.7906
FDV21,OUT046,2101.9238
FDD51,OUT046,791.49695
FDF33,OUT046,1642.2004
FDA38,OUT046,3831.1047
FDR56,OUT045,3144.1924
NCN41,OUT017,2108.1113
FDC60,OUT027,2278.6692
FDB47,OUT045,3445.6504
DRH01,OUT013,2891.7402
FDW08,OUT046,1642.2004
FDF38,OUT027,1089.2351
FDY32,OUT017,2641.0874
FDG34,OUT049,1642.2004
FDG47,OUT019,743.72614
NCF18,OUT035,3161.2876
FDL39,OUT019,539.3125
NCH55,OUT035,2115.9238
DRJ35,OUT049,937.20844
FDS44,OUT035,4001.015
DRE01,OUT018,3567.607
FDY39,OUT013,3163.117
FDY32,OUT018,2386.308
FDR33,OUT027,2891.6602
NCP50,OUT049,1338.3141
FDZ47,OUT018,1414.6788
FDU57,OUT049,2447.6824
FDY44,OUT013,3170.0784
DRH59,OUT018,967.97705
FDB03,OUT027,6017.6055
FDY46,OUT045,3100.9658
FDM39,OUT045,2830.4353
FDY36,OUT035,1183.4248
NCM55,OUT035,3158.1924
FDJ50,OUT010,189.31267
DRL60,OUT013,2453.8696
NCJ54,OUT049,3828.0745
FDX59,OUT017,677.28827
FDI07,OUT013,3158.1924
DRF51,OUT010,107.42067
FDM14,OUT017,1648.3881
FDP21,OUT045,3144.1924
FDE40,OUT035,1042.5873
FDE05,OUT035,2461.6824
FDM13,OUT027,3155.5378
FDC34,OUT027,3907.767
NCI55,OUT018,1854.6031
NCE43,OUT018,2524.5488
FDW58,OUT018,1481.2788
FDG60,OUT045,3884.8962
FDV31,OUT017,2891.7402
FDR47,OUT013,3114.9658
FDM60,OUT019,85.86862
NCF06,OUT018,3368.3508
NCN26,OUT027,3024.588
FDQ59,OUT049,1387.5255
FDF09,OUT046,678.73285
NCS06,OUT017,3987.9407
FDT44,OUT046,1905.5865
FDI19,OUT017,3900.3215
FDT22,OUT017,954.2643
NCF54,OUT027,4656.1206
DRG25,OUT045,3156.0784
FDB59,OUT017,3161.2876
FDQ37,OUT017,3161.2876
FDP56,OUT035,805.49695
FDW44,OUT035,2891.7402
FDJ26,OUT010,601.43225
FDU43,OUT018,3328.7493
FDW33,OUT045,1642.2004
NCX53,OUT027,3205.3965
FDN56,OUT010,418.53598
DRF15,OUT049,2444.043
FDO33,OUT017,1914.5564
FDZ39,OUT010,353.20844
NCJ19,OUT017,941.9759
FDU01,OUT035,3161.2876
FDT12,OUT035,3652.3662
NCM18,OUT018,816.47076
FDP19,OUT017,2108.1113
NCR42,OUT049,669.7693
FDN10,OUT046,1905.5865
FDG44,OUT017,957.6651
FDQ10,OUT046,2877.7402
DRH13,OUT049,1642.2004
FDT52,OUT013,4023.211
FDM56,OUT045,1710.7877
NCO43,OUT010,356.27402
NCV29,OUT035,2891.7402
NCF06,OUT013,3991.7595
FDO50,OUT035,1417.7684
FDT59,OUT013,3840.5544
FDX40,OUT027,1061.129
FDE50,OUT017,3161.2876
FDX51,OUT017,3170.0784
NCD30,OUT018,1420.9515
FDK15,OUT013,1636.4769
FDL12,OUT045,937.20844
FDK46,OUT017,3845.1106
DRH49,OUT010,299.69467
FDQ57,OUT046,2447.6824
FDY59,OUT017,1470.526
FDO09,OUT018,3560.1658
NCG30,OUT035,2127.1084
FDM09,OUT017,2771.0745
NCN17,OUT027,2639.091
NCS42,OUT013,1409.9558
FDD02,OUT019,382.67322
FDE34,OUT013,3304.3157
FDU38,OUT045,3144.1924
FDB33,OUT046,2537.525
NCJ29,OUT017,1393.7131
FDZ27,OUT035,805.49695
FDI40,OUT013,1636.4769
FDG22,OUT013,695.7887
FDT51,OUT017,1716.9753
FDF20,OUT018,2828.6116
FDV50,OUT035,2115.9238
FDT02,OUT049,678.73285
DRC49,OUT017,2453.8696
FDF26,OUT049,2465.7627
FDV52,OUT035,1884.0619
FDX59,OUT049,669.7693
FDV25,OUT035,3458.3386
FDW23,OUT027,1089.2351
FDE53,OUT018,1489.5791
FDA19,OUT017,2144.0366
FDH22,OUT046,2066.6382
NCO41,OUT013,1535.18
FDX12,OUT017,4007.5725
FDF17,OUT013,3163.117
FDS11,OUT045,3685.6711
FDR51,OUT035,2461.6824
FDT49,OUT010,356.84772
FDC56,OUT013,2013.954
FDR13,OUT027,3024.588
FDQ60,OUT035,1986.481
FDN38,OUT049,4039.8577
NCL29,OUT013,2558.4133
FDO13,OUT027,4269.0493
FDE26,OUT018,2204.3013
FDA31,OUT010,484.1324
FDX14,OUT035,1183.4248
FDA34,OUT045,2889.6262
FDF26,OUT013,2471.95
FDE38,OUT045,2729.6016
DRI11,OUT046,1908.3688
FDQ60,OUT027,2976.3455
FDL21,OUT027,1037.413
DRC12,OUT027,5106.099
FDC47,OUT046,3796.111
FDE57,OUT045,2137.8489
FDT14,OUT045,2007.7664
NCZ53,OUT046,3156.0784
FDE28,OUT018,3510.1514
FDR19,OUT035,2461.6824
NCF54,OUT019,440.906
FDZ08,OUT046,1338.3141
NCJ05,OUT018,2198.7502
FDF59,OUT046,2101.9238
NCO05,OUT035,1644.2896
FDW24,OUT018,689.06647
NCX42,OUT018,2500.849
NCA53,OUT035,805.49695
FDI45,OUT019,484.1324
FDG46,OUT046,1901.1614
FDM20,OUT010,771.0965
FDW11,OUT010,182.56165
FDX08,OUT035,2903.6262
NCK17,OUT035,734.88556
FDK32,OUT018,2202.3896
NCA42,OUT035,2636.434
DRI01,OUT035,2891.7402
NCL55,OUT049,4145.555
DRE25,OUT018,1370.7957
FDD14,OUT017,3161.2876
FDB10,OUT046,3860.547
DRN11,OUT035,2461.6824
FDP38,OUT018,678.6281
NCA30,OUT017,3161.2876
FDT15,OUT017,3158.1924
NCP55,OUT018,809.4332
FDF12,OUT035,2461.6824
FDM21,OUT018,3499.447
FDX56,OUT035,3459.6504
FDF10,OUT017,2453.8696
FDT32,OUT045,3100.9658
FDM51,OUT018,1477.668
NCR50,OUT018,2215.1858
FDI19,OUT049,4115.8545
FDX21,OUT017,1648.3881
FDR31,OUT035,2426.3967
FDY02,OUT013,4173.7046
NCA29,OUT045,2877.7402
NCX17,OUT046,3681.1821
FDM12,OUT045,3144.1924
